cleaned_tweets,sentiment
isuchisu ሸይጣን በማስመሰል ስትውል ያዛነፍከውን ሚዛን ለመጠበቅ ይሆን,negative
hanich birhane ደስታው እንዲህ ያረገኝ ገና ደስታው የፈነቀለውን የዚህ መንደር አስተባብሬ ሰልፍ እንወጣለን,neutral
ኢዜማሰቆጣ ኢዜማ ኢትዮጵያውያን ባሉበት ሁሉ አለየውግ ህምራ ዞን ሰቆጣ ከተማ ኢዜማ አባላትና ደጋፊዎች መጪው እሁድ ህዝባዊ ስብሰባ አዘጋጅተዋል በቅርቡ የሀረርድሬዳዋና ሀዋሳ ኢዜማ አባላትም ህዝባዊ ስብሰባዎች ለማካሄድ በዝግጅት ላይ ናቸ,mixed
ግባ በለው ሸዋ በድምፃዊ አስራት ቦሰና ኧረ ና ጎበዙ ተሾመ አየለ ባለሀገሩ new ethiopian music,neutral
simonaaye አሁን ችግራችንን የሚረዳ ደሀ አገኘን ብለው ቪ ይሸልሙህ በቃ 🤣,neutral
ለአለፉት አመታት ነዋሪነታቸው በምድረ አሜሪካ በኤሊኖዊስ ግዛት በችካጎ ከተማ የነበረ የ አመቷ ኢትዮጵያዊቷ እናት ወሮ ገርጊስ ደበሳይ በነጮቹ አዲስ አመት ጃንዋሪ ቀን አም በባቡር በድንገት ተገጭተው ህይወታቸው አልፏል,neutral
ተስፋ መቁረጥ የህይወትህ የመጨረሻዉ አማራጭ መሆን አለበት ጣሊያናዊያን,neutral
zesemir belayma መካሪ ያጣው አይነቱ አንድ ፓርቲ የሚወዳደርበትን ምርጫ አሸንፋለው ብሎ እንጅ እሸነፋለው ብሎ አይወዳደርም እስክንድር ራሱን ችሎ የሚቆም የመርህ ሰው,neutral
nafkotaschenaki ምስኪን ይሀቺ እህታችን ትንሽ ነካ ወሰድ ሳያደርጋት አይቀርም ምክራቸውን የምትሰማ አይነት የቅርብ ወዳጅ ዘመድ በቅርብ ካለ ሙያዊ የምክር ድጋፍ እንድታገኝ ቢያደርጉ ይበጃል,positive
አለ አይደል እንዴ ጀብሎና ሱቅ ሲጋራ ሲባል የጥንት የጠዋቱን ባናና ማስቲካ ሚሰጥ ባናና ሲጋራ ምኑ ሚመሳሰለው‍♀️ bet that dont happens to the fellas,mixed
ምን የጉድ ሀገር ምርጫ አይደረግም ብሎ ቅስቀሳ,negative
abelasrat ይቀራል ብለህ,neutral
danieltessema እነዚ ደንቆሮዎች ሰው በላ የኤርትራን ህዝብ ይቅርታ ያላሉ ከሀዲ,negative
dreyasurx ethioelections ስሁል እውነት ማወቅ ያቃታችሁ ግን ጠንጋራውንና ሸውራራውን tplf ን በማይመለከትህ ገብተህ በተጠናገረ አማርኛ ከምከትብ መጀመርያ እዚያው የራስህን ሰፈር አፅዳ ማን አክሱም ለወላይታው ምኑ ያለው,mixed
«ከፓርቲ ውህደት በፊት የፌደራል ስርአቱ የህገመንግስቱ መሸርሸር ጉዳይ ቅድሚያ ሊሰጠው ይገባል» በማለት አለቃቅሷል ፍሬንዳችን … የጉስቁልና ፓርቲ ሊቀመንበር,negative
ወለጋ የደም መሬት አኬልዳማ አይደለችምና ማንም የታጠቀ ሀይል ወለጋን ይልቀቅ,neutral
mintesinotf ምንቴ የዛሬውና ያኛው ይለያያሉ ሌላውን ትተን ኦሌ ቢያንስ አንድ የዝውውር መስኮት አግኝቷል ዛሬ ያየሁት ተአምር,neutral
,negative
semiraam haymana officiallyabel clavicle ከትከሻ ወደ አንገት የሚያገናኙ ሁለት አጥንቶች,neutral
,negative
ሺት ነገ ለንደን ዝናባማ ሆኖ ሚውለው,neutral
,mixed
እውነት ለመናገር ይህን ሰውየ አለማድነቅ አይቻልም የመጀመሪያው የአሜሪካ መሪ መሆን አለበት እንደዚህ በአፍሪካ ጉዳይ ገብቶ ለማወያየት የሞከረ ሁሉም የአሜሪካ መሪዎች ከእስራኤል ጉዳይ ውጭ ምንም ውስጥ አይደርሱም,neutral
ይሄ የችኮች ሴራ,negative
eshetebekele ኸረ ፈጣሪ ተመልከተን እንደወጡ መቅረት በረከት እናት ምንኛ ታዝን ፊታችን ላይ ድካም አይታ የሚጨንቃት እናት ሞታችንን ስትሰማ እምንኛ ታዝን,neutral
tesfayresteye በጣም በጣም ጥሩ ወድ እህታችን እግዚአብሄር እድሜ ጤና ይስጠሽlt,positive
takeleuma የኦሮሞሰራዊት የመጀመሪያ ስራውን የአዲስ አበቤን ቤት በማፍረስ በይፋ ይጀምራል እስከዛሬ ስትነገር ያልሰማህ ዘርለገበሬ ስትል የከረምክ አዲስአበቤ ዘርህ እየተመረጠ ስትፈናቀልና ያንተ መኖሪያ የነበረው መሬት ለተረኞች አይንህ እያየ ሲታደል,neutral
,neutral
aberalucas ምነኛ ሞኝ ሲሆኑ ግን እንደዚህ የሚሉት,negative
aalexonline ውሸት ግን ለምን እንዴት በአሪፉ እንደሚዋሽ መቀሌ ሄዳቹ ከትህነግ አትማሩም በዚህ ተራ ወሬ ካንተ ቀድሞ የሄደውን ለማታታል የምትሄዱበት ርቀትና ድካማቹን ሳይ አዝንላቿለው,neutral
መልካም መልካም የምንሰማበት ይሁንልን ለበአሉ እባሪዎች እንኳን አደረሳችሁ,positive
ለምን የገንዘብ ማሰባሰብ ዘመቻውን እንደጀመርኩ ይቺ ፅሁፍ ተጨማሪ ማብራሪያ ትሰጣችኋለች የሚል እምነት አለኝ እለታዊ የኑሮ ውጣ ውረድና ትምህርት በብርግነትና አካባቢዋ ethiopia,positive
ለወደቁት ምርኩዝለደከሙት ብርታት መሆን ከቻልክ አሸናፊ ነህአሸናፊነት አንደኛ መውጣት አይደለምአሸናፊነት ሰው መሆን ሰው ስትሆን ሁሌም አሸናፊ ነህ,positive
,mixed
ለክርስትና እምነት ተከታዮች በመሉ እንኳን ለእየሱስ ክርስቶስ ልደት ገና በአል አደረሳችሁ,positive
,neutral
ለአቦ ለማ መገርሳ አጭር ምላሽ,neutral
abakoran semiraam መገጨቱን ፍራ የ snip ጉዳይ እህታችን ታብራራልን ደሞ ነጭ ሽንኩርት አንገትህ ላይ አንጠልጥለህ ሂድ አሉህ,neutral
mekdig ተራ ዜጋ ሰትይ ምን ለማለት ነዉ ነብሶች ይበላለጣሉ እንዴ,neutral
cdessalegn የአብይ ተላላኪ እንዳይሆን ብቻ ምኞቴ,negative
ሰላም ከእናንተ ጋር ይሁን የኢትዮጵያ ልጆች,positive
eskindernega እስኬው ሙስሊም ነኝ እናም ስለ እውነት እልሀለሁ እደግፍሀለሁ አብሽር ከጎንህ ነን በርታልን,positive
ለመላው የክርስትና እምነት ተከታዮች እንኳን ለ አም ለገና በአል አደረሳችሁ በአሉ የሰላም የፍቅር የመቸቻል ከምንግዜውም በላይ አንድነታችንን የምናጠናክርበት ባአል እንዲሆን መልካም ምኞቴ,positive
,neutral
hewiinat የሜሞሪ ሎስ እንኳን ተጠቂ ነኝ አልዋሽም,negative
አላህ አክብር ሌላ እያሉ በማይክሮፎን ከተማ ህዝብን የሚያደነቁሩ ማንኛውም ሀይማኖቶች ጩሀታቸውን ለራሳቸው ያድርጉ መከልከል አለበት,mixed
lysndrx እድልዎን ይሞክሩት የት እንደምገኝ ታውቃለህ,neutral
,neutral
xsortox የመቅዳት ጊዜ በእኛ ላይ የመጨረሻው balls የእርስዎ አዲሱ ማስተርስ ከበግ ጠቦት ደም አጥቡ coochie በየግዜው እንቆቅልሽ ይሆናል,neutral
ቆሻሻዎቹ አፄዎች የኢትዮጵያን ሙስሊም የበደሉት በደል የትየለሌ,negative
እሺ ከለማ መገርሳ ዜና ወጣ ስንል ግን እንዴት ናችሁ,positive
ለእነሱ መቆርቆሩም ልክ ግን ንዴቱ በመጀመሪያ ለራስ በማዘንም እርስ በእርስ የምንባላው ሳያንሰን ደሞ የሰው ሀገር እንጠቅልል ሲባል እንዴት አንናደድ እናድርገው ቢባል የማናልቅ ይመስላችኋል ታሪክ ምንድነው ያስተማረን,mixed
abiyahmedali በጣም እንኮራብሀለው ጀግና,positive
,neutral
ሼክ መሀመድ አሊ አላሙዲ ለአንድ ወጣት ህይወት የሚለውጥ የገና ስጦታ ሊያበረክቱ ነገ ጠዋት በኢትዮኤፍኤም የማለዳ የበአል ልዩ ዝግጅት ላይ ይጠብቁ ከጠዋቱ የአንድነት ፓርክ መግቢያ ነፃ ትኬቶች የሚያስገኙ ጥያቄናመልሶች,positive
,neutral
eliyasabuzerali eskindernega አንባገነናዊ ሀሳብህን ባልወደውም ማንበብ መፅፍ ከቻልክ ለኢትዮጵያውያን ሙስሊሞች የፆፈውን በድምፆችን ይሰማ ትግል ወቅት ፈልገህ አንብብ,mixed
ethiopia ከ የታንጉት ሚስጥር በስተቀር,neutral
shame የጋራ እፍረታችን የኛው ነውር ነፍስህ በሰላም ትረፍ,negative
madyyonas ይህ ትዉድ እኮ ስለባህር በር እንዳያነሳ አድርገዉ መለስና ኢሳያስ ጠፍጥፈው የሰሩት ትወልድ ነዉ,negative
ethiopia ሰላምና ደህንነት ከሌለ ብልፅግና አይታሰብም ካለ ሴቶች ሰላም የለም ካለ ሰላም ደህንነት የለም የሰላምና የደህንነት ቁርኝት ለብልፅግና መሰረት abiyahmedali,positive
wurye አዎ ልክ ነሽ ሰሊናዬ አንድ ለእናቱ ከዚህ በፊት በነበረው ፓርላማ,positive
rt nanigada አስቂኝ ነገሮችን ሲናገር！！ ´･･ ＿ ⊃／＿＿ ／ └＿＿＿／ ￣￣￣￣￣￣￣ የወደፊቱ ጊዜ ፈነዳ… ⌒／ヽ､＿ ／ ＿＿＿＿／ ￣￣￣￣￣￣￣ ＿人人人人人人人人人人人人人＿…,neutral
ግራ የተጋባው የአማራ ብሄርተኝነት የሸኔኦነግ መደናበር,negative
እውነተኛው ኢትዮጵያዊው ንጉስ ወ ዘ አፍሪካ,neutral
ምን እንደነገራችሁ ማወቅ ነበረብን ምድንወ ጥስው ርብቃመበ እነርሱም ሽልማችሁን ለመያዝ እየሞከሩ ይአ ሲ ኢ ምኤ ልቭፓዶ,mixed
ህገመንስትናህብረ ብሄራዊ ፌደራላዊ ስርአት የማዳን ሀገር አቀፍ መድረክ ነገ በመቀሌ ይጀመራልእንደ መፍቴ ይቀርባሉ ተብለው የሚጠበቁት አብይና ደመቀ ይታሰሩ በአየለ ጭሚሶ አማርኛን መጠቀም ማቆም በበቀል ገርባ,neutral
,negative
seventiesmay ፊደል እንዴት እንደሚፃፍ ይማሩ,neutral
,neutral
ስለዚህ እያንዳንዳችን ጥቃቅን የምንላቸውን በየቀኑ የምንሰራቸው ክፉ መጥፎ ስራ ላለምስራት አንስራ ለመፈፀም ቀላል ነገር ግን በልምድ ጉዳት የማያመጡ አየመሰለን አንሰራለን እስኪ ለማንኛውም ነገር አንዋሽ ቀላል የሚመስል ልምምዱ ጠቃሚ,positive
በአዲስ አበባ ከተማ በደቡብ ክልል የእምነቱ ተከታዮች በግዢ በስጦታ በምሪት ባገኟቸው የመገልገያ ቦታዎች «የይዞታ ማካለል የግንባታ ፈቃድ የመስጠት ችግር» መከሰቱን የኢትዮጵያ እስልምና ጉዳዮች ጠቅላይ ምክር ቤት ገልጿል,negative
,mixed
zemenuya አመል እንጂ እኮ ሸበላ ነህ,positive
martin keown ስለ አርሰናል የሰጠው ትንተና በኛ ግዜ በኩራዝ አጥንተን ውጤታማ የሆነው መብራት ጠፋ ምናምን እያላችሁ አታለቃቅሱ የሚሏትን ነቆራ አስታወሰኝ,positive
,mixed
ጥር ጎንደር በጃኖ ኮንሰርት ላይ እንገናኝ ትኬቶን በሁሉም የዳሸን ባንክ ብራንቾች በቴሌግራም በሸክላ በሜዳ መተግበሪያዎዎች ላያ በአሞሌ የሚገኝ መሆኑን ለመግለፅ አንወዳለን bandjano bankdashen janorulesamole myamole paywithamole,neutral
እንግዲህ ሀቂቃው ይሄው ነው‼ ዝም ብላቹ አትደናበሩ,neutral
አፄቴዎድሮሰየአጋች ታጋችድራማውን በዛዘመን የጀመሩ ድንቅ መሪ ነበሩለዛውም እንግሊዞችን አግተው መድፍ ያሰሩ ጀግናንግሰና ከንጉሰ ቤተሰብ ወጥቶ አንድ ጀግና ሸፍቶ አሸንፎ ንጉሰ መሆን እንደሚችል ያረጋገጡ ድንቅ መሪም ነበሩ hbd ለማለት,positive
ብናስተምር ብዙው ሰው የናቅነው ጥቃቅን ስተት ካልሰራ መንግስት ጥቂቶች የተካኑ የህዝብ ክፍል የሚፈጦሩትን ቀደም የተፈጠረውን ስራ በመስራት በረከት ብልፅግና መድረስ ይቻላል ስው መግደል ጥቂት ሰው የሚፈፅመው ክፍ ስራ ነገር ግን,positive
dahabesha እንካን አንድ ሏላዊ ሀገር ይቅርና አንድ ቤተሰብ እንድህ አፍኖ ማስተዳደር ይከብዳል ዝግ,negative
የቀረችውን የአገር ሀብት ሊዘርፉና የዜጎችን መብት ሊደፈጥጡ በድህነት ያደቀቋቸው ወገኖቻችንን መልሰው ሊግጡና በብድር አንገቷ ያሰጠሟት አገራችንን ከነ አካቴው ደፍቀው በማስመጥ,negative
,negative
ስለጨለንቆ ታሪክ ማውራት ምኒልክን እንዲጥጠላ ማድረግ ብሎ መገመት ስህተት በዚያኛው ተመሳሳይ ሴናሪዮ ስላለ ነገርግን ታሪክ አይዘገብ አይታወስ ማለት እብደት,mixed
eliasmeseret በአሁን ሰአት የኢትዮጵያን ማደግ የማይፈልጉ ብዙ ሀገሮች አሉ መጠንቀቁ ጥሩ ሳይሆን አይቀርም መስር ኢትዮጵያን መቆጣጠር ትፈልጋለች ችግሩ ይሄ ቼር ያሰማን,neutral
kefiradechatu geremoy madyyonas የዶር ነጋሶን መፅሀፍ አንብቤዋለሁ እንደዚህ እንደተደረገ ማስፈራቸውን ባላስታውስም ካነበብኩት ረጅም ግዜ ስለሆነ ተመልሼ ላየው ፈልጋለሁ,mixed
ፅህፍቶና ድዩ ወይስ እጫና ኢሳይያስ አሳሪ ንህና ተአሰርቲ ኢሳይያስ ሰጓጒ ንህና ተሰጎግቲ ኢሳይያስ ቀታሊ ንህና ተቐተልቲ ኢሳይያስ ዋና ሀገር ንህና ጓኖት ዋእእእ ገለስ ንህሰብ ዷ,negative
በቀደመው አዋጅ በመቶ ኤክሳይዝ ታክስ ይከፈልበት የነበረው የመመገቢያ ሰሀን ማጠቢያ ማሽንም በተመሳሳይ ከኤክሳይዝ ታክስ ነፃ ተደርጓል,neutral
ከፍተኛ ሊግ ለ መከላከያ ሀምበሪቾ ወደ ሰንጠረዡ አናት ሲጠጉ ሶዶ ጨንቻ አሸንፈዋል,positive
belayakalu heyab ስልጣን ጥማት መጥፎ,neutral
abiyahmedali የኔ የሀገሬ ጀግና የሀገሬ ንጉስ ካንተ በፊት ያድርገኝ,positive
,negative
,negative
gtwtwnow ፅድቁ ቀርቶብኝ በቅጡ በኮነነኝ አሉ ሌላው ቀርቶ እንዴው አንዳንድ ክልሎች ላይ የተዘረጋው አፓርታይዳዊ ስርአት በቀረ,negative
ስለ ሀጢአትዎ እንደሚቀጡ ያምናሉ ናቫሮ ቼር ተግባርዎ በሰይጣን ታይቷል እናም እሱን አልታዘዙም,negative
,negative
ክብር ለእግዚአብሄር በአርያም ይሁን ሰላምም በምድር ለሰውም በጎ ፈቃድ የሉቃስ ወንጌል እንኳን አደረሳችሁ,neutral
ይሄ ታዬ ደንዷ አይፈራ አይቸር እውነቱን ያፈርጠዋል አንዱ ግብዴው እውነታ ያውላችሁ የሚመለከታችሁ መልሱ,mixed
qale abiyahmedali አቢይ ኢትዮጵያ ከነታሪክዋ ተከብራ እንድትቀጥል ይሰራሉ ሩህሩህ ናቸው በየአቅጣጫው የሚጎትትና የሚገፋ ሀይል ከውስጥም ከውጭም ባለበት ሁሉን አቻችሎ ለመምራት ይሞክራሉ ፍትህ እንዳይዛባ ሀገር እንዳይመዘበር የሚችሉትን ያደርጋሉ እናግዛቸው,positive
